"fpid","doi","population","intervention","intervention_matrix","control","control_matrix","metric","metric_positive_effect","effect_size","impact_matrix","impact_positive_effect","positive","negative","no_effect","uncertain","results_level","results_qtype","results_statistics","results_1","results_2","results_3","results_nb_of_trials","results_nb_of_papers","results_threshold","i_c_shift","metric_std2","metric_unit","sustainability_outcome","f_pclass_tier0","policy_class_codes","policy_class_names","scale","population_name1","population_value1","population_name2","population_value2","population_name3","population_value3","population_name4","population_value4","population_name5","population_value5","population_name6","population_value6"
"Manure storage techniques","10.1111/gcb.12767","Liquid manure of dairy cows and swine stables","Storage cover with floating granules","Storage covers","No measure","Conventional management","NH3 emission","decrease","Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control","Air pollutants emissions","decrease",1,0,0,0,"Grand-mean",NA,NA,NA,NA,NA,NA,NA,NA,0,"Ammonia emission (manure)",NA,"Pollution","Manure management","M112","Manure storage with covers (M112)","Global",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manure storage techniques","10.1111/gcb.12767","Liquid manure of dairy cows and swine stables","Storage cover with natural crust formation","Storage covers","No measure","Conventional management","NH3 emission","decrease","Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control","Air pollutants emissions","decrease",0,0,1,0,"Grand-mean",NA,NA,NA,NA,NA,NA,NA,NA,0,"Ammonia emission (manure)",NA,"Pollution","Manure management","M112","Manure storage with covers (M112)","Global",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manure storage techniques","10.1111/gcb.12767","Liquid manure of dairy cows and swine stables","Storage cover with oil layers","Storage covers","No measure","Conventional management","NH3 emission","decrease","Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control","Air pollutants emissions","decrease",1,0,0,0,"Grand-mean",NA,NA,NA,NA,NA,NA,NA,NA,0,"Ammonia emission (manure)",NA,"Pollution","Manure management","M112","Manure storage with covers (M112)","Global",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manure storage techniques","10.1111/gcb.12767","Liquid manure of dairy cows and swine stables","Storage cover with plastic films","Storage covers","No measure","Conventional management","NH3 emission","decrease","Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control","Air pollutants emissions","decrease",1,0,0,0,"Grand-mean",NA,NA,NA,NA,NA,NA,NA,NA,0,"Ammonia emission (manure)",NA,"Pollution","Manure management","M112","Manure storage with covers (M112)","Global",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manure storage techniques","10.1111/gcb.12767","Liquid manure of dairy cows and swine stables","Storage cover with straw","Storage covers","No measure","Conventional management","NH3 emission","decrease","Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control","Air pollutants emissions","decrease",1,0,0,0,"Grand-mean",NA,NA,NA,NA,NA,NA,NA,NA,0,"Ammonia emission (manure)",NA,"Pollution","Manure management","M112","Manure storage with covers (M112)","Global",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mulching","10.1016/j.fcr.2021.108210","Wheat","Partial plastic mulching","Plastic film mulching","Non mulching","No mulching","N2O emission","decrease","Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control","GHG emissions","decrease",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Nitrous oxide emission (soil)",NA,"GHG emissions","Soil management","S21X","Mulching (S21X)","China, South Korea, Pakistan, Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mulching","10.1016/j.fcr.2021.108210","Maize","Ridge row plastic mulching","Ridge and furrow with mulching","Non mulching","Flat planting with no mulching","CH4 uptake","increase","Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control","GHG emissions","decrease",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Methane emission (soil)",NA,"GHG emissions","Soil management","S2X+S21X","Soil cover (S2X) + Mulching (S21X)","China, South Korea, Pakistan, Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mulching","10.1016/j.fcr.2021.108210","Wheat","Ridge row plastic mulching","Ridge and furrow with mulching","Non mulching","Flat planting with no mulching","CH4 uptake","increase","Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control","GHG emissions","decrease",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Methane emission (soil)",NA,"GHG emissions","Soil management","S2X+S21X","Soil cover (S2X) + Mulching (S21X)","China, South Korea, Pakistan, Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mulching","10.1016/j.fcr.2021.108210","Maize","Ridge row plastic mulching","Ridge and furrow with mulching","Non mulching","Flat planting with no mulching","Crop yield","increase","Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control","Crop yield","increase",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Crop yield","%","Agricultural production","Soil management","S2X+S21X","Soil cover (S2X) + Mulching (S21X)","Mainly Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mulching","10.1016/j.fcr.2021.108210","Wheat","Ridge row plastic mulching","Ridge and furrow with mulching","Non mulching","Flat planting with no mulching","Crop yield","increase","Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control","Crop yield","increase",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Crop yield","%","Agricultural production","Soil management","S2X+S21X","Soil cover (S2X) + Mulching (S21X)","Mainly Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mulching","10.1016/j.fcr.2021.108210","Maize","Ridge row plastic mulching","Ridge and furrow with mulching","Non mulching","Flat planting with no mulching","N2O emission","decrease","Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control","GHG emissions","decrease",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Nitrous oxide emission (soil)",NA,"GHG emissions","Soil management","S2X+S21X","Soil cover (S2X) + Mulching (S21X)","China, South Korea, Pakistan, Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mulching","10.1016/j.fcr.2021.108210","Wheat","Ridge row plastic mulching","Ridge and furrow with mulching","Non mulching","Flat planting with no mulching","N2O emission","decrease","Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control","GHG emissions","decrease",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Nitrous oxide emission (soil)",NA,"GHG emissions","Soil management","S2X+S21X","Soil cover (S2X) + Mulching (S21X)","China, South Korea, Pakistan, Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mulching","10.1016/j.agwat.2019.105883","Wheat","Mulching (straw, plastic film, stubble, and others)","Mulching (several mulching materials aggregated)","Conventional tillage (CT) with no mulching","No mulching","Water use efficiency","increase","Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control","Water use","decrease",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Water use efficiency",NA,"Sustainable use of resources","Soil management","S21X","Mulching (S21X)","China",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mulching","10.1016/j.agwat.2019.105883","Maize","Mulching (straw, plastic film, stubble, and others)","Mulching (several mulching materials aggregated)","Conventional tillage (CT) with no mulching","No mulching","Water use efficiency","increase","Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control","Water use","decrease",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Water use efficiency",NA,"Sustainable use of resources","Soil management","S21X","Mulching (S21X)","China",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mulching","10.1016/j.agwat.2019.105883","Wheat","Mulching","Plastic film mulching","Conventional tillage with no mulching","No mulching","Crop yield","increase","Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control","Crop yield","increase",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Crop yield","%","Agricultural production","Soil management","S21X","Mulching (S21X)","China",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mulching","10.1016/j.agwat.2019.105883","Maize","Mulching","Plastic film mulching","Conventional tillage with no mulching","No mulching","Crop yield","increase","Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control","Crop yield","increase",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Crop yield","%","Agricultural production","Soil management","S21X","Mulching (S21X)","China",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mulching","10.1016/j.agwat.2019.105883","Wheat","Ridge and Furrow Planting with mulching","Ridge and furrow with mulching","Conventional tillage with no mulching","Flat planting with no mulching","Crop yield","increase","Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control","Crop yield","increase",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Crop yield","%","Agricultural production","Soil management","S2X+S21X","Soil cover (S2X) + Mulching (S21X)","China",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mulching","10.1016/j.agwat.2019.105883","Maize","Ridge and Furrow Planting with Mulching","Ridge and furrow with mulching","Conventional tillage with no mulching","Flat planting with no mulching","Crop yield","increase","Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control","Crop yield","increase",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Crop yield","%","Agricultural production","Soil management","S2X+S21X","Soil cover (S2X) + Mulching (S21X)","China",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mulching","10.1016/j.agwat.2019.105883","Wheat","Ridge and Furrow Planting with Mulching (several mulching materials)","Ridge and furrow with mulching","Conventional tillage (CT) with no mulching","Flat planting with no mulching","Water use efficiency","increase","Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control","Water use","decrease",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Water use efficiency",NA,"Sustainable use of resources","Soil management","S2X+S21X","Soil cover (S2X) + Mulching (S21X)","China",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mulching","10.1016/j.agwat.2019.105883","Maize","Ridge and Furrow Planting with Mulching (several mulching materials)","Ridge and furrow with mulching","Conventional tillage (CT) with no mulching","Flat planting with no mulching","Water use efficiency","increase","Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control","Water use","decrease",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Water use efficiency",NA,"Sustainable use of resources","Soil management","S2X+S21X","Soil cover (S2X) + Mulching (S21X)","China",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mulching","10.1016/j.scitotenv.2020.141479","Potato","Plastic mulching","Plastic film mulching","No mulching","No mulching","Crop yield","increase","Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control","Crop yield","increase",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Crop yield","%","Agricultural production","Soil management","S21X","Mulching (S21X)","China",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mulching","10.1016/j.scitotenv.2020.141479","Maize","Plastic mulching","Plastic film mulching","No mulching","No mulching","Crop yield","increase","Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control","Crop yield","increase",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Crop yield","%","Agricultural production","Soil management","S21X","Mulching (S21X)","China",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mulching","10.1016/j.scitotenv.2020.141479","Wheat","Plastic mulching","Plastic film mulching","No mulching","No mulching","Crop yield","increase","Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control","Crop yield","increase",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Crop yield","%","Agricultural production","Soil management","S21X","Mulching (S21X)","China",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mulching","10.1016/j.scitotenv.2020.141479","Potato","Plastic mulching","Plastic film mulching","No mulching","No mulching","Energy output from yield","increase","Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control","Crop yield","increase",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Crop yield",NA,"Agricultural production","Soil management","S21X","Mulching (S21X)","China",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mulching","10.1016/j.scitotenv.2020.141479","Maize","Plastic mulching","Plastic film mulching","No mulching","No mulching","Energy output from yield","increase","Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control","Crop yield","increase",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Crop yield",NA,"Agricultural production","Soil management","S21X","Mulching (S21X)","China",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
