fpid,doi,population,intervention,intervention_matrix,control,control_matrix,f_pclass_tier0,policy_class_codes,policy_class_names
Landscape features,10.1016/j.agee.2017.04.015,Arable crops,Hedgerows,Hedgerows,No hedgerows,No hedgerows,Landscape features management,L11X,Hedgerows/individual or group of trees/ trees in line (L11X)
Agroforestry practices and systems,10.1016/j.agee.2017.04.015,Annual arable crops in temperate regions of the globe.,Hedges,Landscape woody features,Cropland,Land use without trees,Landscape features management,L32X+S211+F44,"Silvicultural systems (L32X), Mulching with pruning residues (S211), Use of green manure (F44)"
Agroforestry practices and systems,10.1016/j.agee.2017.04.015,Annual arable crops in temperate regions of the globe.,Hedges,Landscape woody features,Cropland,Land use without trees,Landscape features management,L32X+S211+F44,"Silvicultural systems (L32X), Mulching with pruning residues (S211), Use of green manure (F44)"
Agroforestry practices and systems,10.1016/j.agee.2017.04.015,Annual arable crops in temperate regions of the globe.,Hedges,Landscape woody features,Cropland,Land use without trees,Landscape features management,L32X+S211+F44,"Silvicultural systems (L32X), Mulching with pruning residues (S211), Use of green manure (F44)"
Agroforestry practices and systems,10.1016/j.agee.2017.04.015,Annual arable crops in temperate regions of the globe.,Hedges,Landscape woody features,Cropland,Land use without trees,Landscape features management,L32X+S211+F44,"Silvicultural systems (L32X), Mulching with pruning residues (S211), Use of green manure (F44)"
Agroforestry practices and systems,10.1016/j.agee.2017.04.015,Annual arable crops in temperate regions of the globe.,Hedges,Landscape woody features,Cropland,Land use without trees,Landscape features management,L32X+S211+F44,"Silvicultural systems (L32X), Mulching with pruning residues (S211), Use of green manure (F44)"
Agroforestry practices and systems,10.1016/j.agee.2017.04.015,Annual arable crops in temperate regions of the globe.,Hedges,Landscape woody features,Cropland,Land use without trees,Landscape features management,L32X+S211+F44,"Silvicultural systems (L32X), Mulching with pruning residues (S211), Use of green manure (F44)"
Agroforestry practices and systems,10.1016/j.agee.2017.04.015,Annual arable crops in temperate regions of the globe.,Hedges,Landscape woody features,Cropland,Land use without trees,Landscape features management,L32X+S211+F44,"Silvicultural systems (L32X), Mulching with pruning residues (S211), Use of green manure (F44)"
Agroforestry practices and systems,10.1016/j.agee.2017.04.015,Annual arable crops in temperate regions of the globe.,Hedges,Landscape woody features,Cropland,Land use without trees,Landscape features management,L32X+S211+F44,"Silvicultural systems (L32X), Mulching with pruning residues (S211), Use of green manure (F44)"
Agroforestry practices and systems,10.1111/gcb.17036,Agroforestry as a climate-smart farming strategy in mountainous regions of Latin America,Silvoarable agroforestry systems,Silvoarable systems,crop land without trees,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.1111/gcb.17036,Agroforestry as a climate-smart farming strategy in mountainous regions of Latin America,Silvoarable agroforestry systems,Silvoarable systems,crop land without trees,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.1111/gcb.17036,Agroforestry as a climate-smart farming strategy in mountainous regions of Latin America,Silvoarable agroforestry systems,Silvoarable systems,crop land without trees,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.1111/gcb.17036,Agroforestry as a climate-smart farming strategy in mountainous regions of Latin America,Silvoarable agroforestry systems,Silvoarable systems,crop land without trees,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.1111/gcb.17036,Agroforestry as a climate-smart farming strategy in mountainous regions of Latin America,Silvopastoral agroforestry systems,Silvopastoral systems,pasture land without trees,Land use without trees,Landscape features management,"L31X,L3X+G1X","Silvopastoral systems (L31X), Agroforestry (L3X), Grazing management (G1X)"
Agroforestry practices and systems,10.1111/gcb.17036,Agroforestry as a climate-smart farming strategy in mountainous regions of Latin America,Silvopastoral agroforestry systems,Silvopastoral systems,pasture land without trees,Land use without trees,Landscape features management,"L31X,L3X+G1X","Silvopastoral systems (L31X), Agroforestry (L3X), Grazing management (G1X)"
Agroforestry practices and systems,10.1111/gcb.17036,Agroforestry as a climate-smart farming strategy in mountainous regions of Latin America,Silvopastoral agroforestry systems,Silvopastoral systems,pasture land without trees,Land use without trees,Landscape features management,"L31X,L3X+G1X","Silvopastoral systems (L31X), Agroforestry (L3X), Grazing management (G1X)"
Agroforestry practices and systems,10.1111/gcb.17036,Agroforestry as a climate-smart farming strategy in mountainous regions of Latin America,Silvopastoral agroforestry systems,Silvopastoral systems,pasture land without trees,Land use without trees,Landscape features management,"L31X,L3X+G1X","Silvopastoral systems (L31X), Agroforestry (L3X), Grazing management (G1X)"
Agroforestry practices and systems,10.1111/gcb.17036,Agroforestry as a climate-smart farming strategy in mountainous regions of Latin America,Silvoarable agroforestry systems,Silvoarable systems,crop land without trees,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.1111/gcb.17036,Agroforestry as a climate-smart farming strategy in mountainous regions of Latin America,Silvoarable agroforestry systems,Silvoarable systems,crop land without trees,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.1111/gcb.17036,Agroforestry as a climate-smart farming strategy in mountainous regions of Latin America,Silvoarable agroforestry systems,Silvoarable systems,crop land without trees,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.1111/gcb.17036,Agroforestry as a climate-smart farming strategy in mountainous regions of Latin America,Silvoarable agroforestry systems,Silvoarable systems,land without trees,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.1111/gcb.17036,Agroforestry as a climate-smart farming strategy in mountainous regions of Latin America,Silvopastoral agroforestry systems,Silvopastoral systems,pasture land without trees,Land use without trees,Landscape features management,"L31X,L3X+G1X","Silvopastoral systems (L31X), Agroforestry (L3X), Grazing management (G1X)"
Agroforestry practices and systems,10.1111/gcb.17036,Agroforestry as a climate-smart farming strategy in mountainous regions of Latin America,Silvoarable agroforestry systems,Silvoarable systems,crop land without trees,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.1111/gcb.17036,Agroforestry as a climate-smart farming strategy in mountainous regions of Latin America,Silvoarable agroforestry systems,Silvoarable systems,crop land without trees,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.1111/gcb.17036,Agroforestry as a climate-smart farming strategy in mountainous regions of Latin America,Silvoarable agroforestry systems,Silvoarable systems,crop land without trees,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.1111/gcb.17036,Agroforestry as a climate-smart farming strategy in mountainous regions of Latin America,Silvoarable agroforestry systems,Silvoarable systems,crop land without trees,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.1111/gcb.17036,Agroforestry as a climate-smart farming strategy in mountainous regions of Latin America,Silvopastoral agroforestry systems,Silvopastoral systems,pasture land without trees,Land use without trees,Landscape features management,"L31X,L3X+G1X","Silvopastoral systems (L31X), Agroforestry (L3X), Grazing management (G1X)"
Agroforestry practices and systems,10.1111/gcb.17036,Agroforestry as a climate-smart farming strategy in mountainous regions of Latin America,Silvopastoral agroforestry systems,Silvopastoral systems,pasture land without trees,Land use without trees,Landscape features management,"L31X,L3X+G1X","Silvopastoral systems (L31X), Agroforestry (L3X), Grazing management (G1X)"
Agroforestry practices and systems,10.1111/gcb.17036,Agroforestry as a climate-smart farming strategy in mountainous regions of Latin America,Silvopastoral agroforestry systems,Silvopastoral systems,pasture land without trees,Land use without trees,Landscape features management,"L31X,L3X+G1X","Silvopastoral systems (L31X), Agroforestry (L3X), Grazing management (G1X)"
Agroforestry practices and systems,10.1111/gcb.17036,Agroforestry as a climate-smart farming strategy in mountainous regions of Latin America,Silvoarable agroforestry systems,Silvoarable systems,crop land without trees,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.1111/gcb.17036,Agroforestry as a climate-smart farming strategy in mountainous regions of Latin America,Silvoarable agroforestry systems,Silvoarable systems,crop land without trees,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
Agroforestry practices and systems,10.1111/gcb.17036,Agroforestry as a climate-smart farming strategy in mountainous regions of Latin America,Silvoarable agroforestry systems,Silvoarable systems,crop land without trees,Land use without trees,Landscape features management,L32X,Silvicultural systems (L32X)
