fpid,doi,population,intervention,control,metric,effect_size,impact_matrix,impact_positive_effect
Agroforestry practices and systems,10.1007/s11104-023-06385-w,Agroforestry practices (with different tree and crop species),Agroforestry,monoculture,Soil Mn2+ ion,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Soil nutrients,increase
Agroforestry practices and systems,10.1007/s11104-023-06385-w,Agroforestry practices (with different tree and crop species),Agroforestry,monoculture,Soil Mn2+ ion,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Soil nutrients,increase
Agroforestry practices and systems,10.1007/s11104-023-06385-w,Agroforestry practices (with different tree and crop species),Agroforestry,monoculture,Soil Mn2+ ion,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Soil nutrients,increase
Agroforestry practices and systems,10.1007/s11104-023-06385-w,Agroforestry practices (with different tree and crop species),Agroforestry,monoculture,Soil moisture,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Soil water retention,increase
Agroforestry practices and systems,10.1007/s11104-023-06385-w,Agroforestry practices (with different tree and crop species),Agroforestry,monoculture,Soil NO3−,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Soil nutrients,increase
Agroforestry practices and systems,10.1007/s11104-023-06385-w,Agroforestry practices (with different tree and crop species),Agroforestry,monoculture,Soil NO3−,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Soil nutrients,increase
Agroforestry practices and systems,10.1007/s11104-023-06385-w,Agroforestry practices (with different tree and crop species),Agroforestry,monoculture,Soil NO3−,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Soil nutrients,increase
Agroforestry practices and systems,10.1007/s11104-023-06385-w,Agroforestry practices (with different tree and crop species),Agroforestry,monoculture,Soil Olsen phosphorus,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Soil nutrients,increase
Agroforestry practices and systems,10.1007/s11104-023-06385-w,Agroforestry practices (with different tree and crop species),Agroforestry,monoculture,Soil Olsen phosphorus,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Soil nutrients,increase
Agroforestry practices and systems,10.1007/s11104-023-06385-w,Agroforestry practices (with different tree and crop species),Agroforestry,monoculture,Soil Olsen phosphorus,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Soil nutrients,increase
Agroforestry practices and systems,10.1007/s11104-023-06385-w,Agroforestry practices (with different tree and crop species),Agroforestry,monoculture,Soil organic nitrogen,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Soil nutrients,increase
Agroforestry practices and systems,10.1007/s11104-023-06385-w,Agroforestry practices (with different tree and crop species),Agroforestry,monoculture,Soil organic nitrogen,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Soil nutrients,increase
Agroforestry practices and systems,10.1007/s11104-023-06385-w,Agroforestry practices (with different tree and crop species),Agroforestry,monoculture,Soil organic nitrogen,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Soil nutrients,increase
Agroforestry practices and systems,10.1007/s11104-023-06385-w,Agroforestry practices (with different tree and crop species),Agroforestry,monoculture,Soil porosity,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Soil physico-chemical quality,increase
Agroforestry practices and systems,10.1007/s11104-023-06385-w,Agroforestry practices (with different tree and crop species),Agroforestry,monoculture,Soil porosity,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Soil physico-chemical quality,increase
Agroforestry practices and systems,10.1007/s11104-023-06385-w,Agroforestry practices (with different tree and crop species),Agroforestry,monoculture,Soil porosity,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Soil physico-chemical quality,increase
Agroforestry practices and systems,10.1007/s11104-023-06385-w,Agroforestry practices (with different tree and crop species),Agroforestry,monoculture,Soil total C,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Carbon sequestration,increase
Agroforestry practices and systems,10.1007/s11104-023-06385-w,Agroforestry practices (with different tree and crop species),Agroforestry,monoculture,Soil total C,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Carbon sequestration,increase
Agroforestry practices and systems,10.1007/s11104-023-06385-w,Agroforestry practices (with different tree and crop species),Agroforestry,monoculture,Soil total C,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Carbon sequestration,increase
Agroforestry practices and systems,10.1007/s11104-023-06385-w,Agroforestry practices (with different tree and crop species),Agroforestry,monoculture,Soil total nitrogen,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Soil nutrients,increase
Agroforestry practices and systems,10.1007/s11104-023-06385-w,Agroforestry practices (with different tree and crop species),Agroforestry,monoculture,Soil total nitrogen,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Soil nutrients,increase
Agroforestry practices and systems,10.1007/s11104-023-06385-w,Agroforestry practices (with different tree and crop species),Agroforestry,monoculture,Soil total nitrogen,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Soil nutrients,increase
Agroforestry practices and systems,10.1007/s11104-023-06385-w,Agroforestry practices (with different tree and crop species),Agroforestry,monoculture,Soil Total phosphorus,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Soil nutrients,increase
Agroforestry practices and systems,10.1007/s11104-023-06385-w,Agroforestry practices (with different tree and crop species),Agroforestry,monoculture,Soil Total phosphorus,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Soil nutrients,increase
Agroforestry practices and systems,10.1007/s11104-023-06385-w,Agroforestry practices (with different tree and crop species),Agroforestry,monoculture,Soil Total phosphorus,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Soil nutrients,increase
Agroforestry practices and systems,10.1007/s11104-023-06385-w,Agroforestry practices (with different tree and crop species),Agroforestry,monoculture,Soil water content,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Soil water retention,increase
Agroforestry practices and systems,10.1007/s11104-023-06385-w,Agroforestry practices (with different tree and crop species),Agroforestry,monoculture,Soil Zn2+ ion,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Soil nutrients,increase
Agroforestry practices and systems,10.1007/s11104-023-06385-w,Agroforestry practices (with different tree and crop species),Agroforestry,monoculture,Soil Zn2+ ion,Logarithm of ratio of the considered metrics in the intervention to the considered metrics in the control,Soil nutrients,increase
