B.Code,B.Author.Last,B.Date,B.Journal,B.New,B.DOI,B.Url,B.Project,B.Link1,B.Link2,B.Link3,B.Link4,era_snapshots_all,era_snapshot_harmonized,B.Version
JS0279,Gebrekidan,1999,Nutrient Cycling in Agroecosystems,,,https://link.springer.com/article/10.1023/A:1009721411173,ERA 2023,,,,,ie,ie,V2.0.24
JS0281,Getachew,1994,Animal Feed Science and Technology,No,10.1016/0377-8401(94)90068-x,,Livestock Update 2022,,,,,sc,sc,
JS0283,Girma,1995,Communications in Soil Science and Plant Analysis,,10.1080/00103629509369391,,ERA 2023,,,,,ie,ie,V2.0.24
JS0285,Hagos,2009,Tropical Animal Health and Production,No,10.1007/s11250-008-9230-6,,Livestock Update 2022,,,,,sc,sc,
JS0289.1,Kaitho,1998,Livestock Production Science,No,10.1016/s0301-6226(97)00152-8,,Livestock Update 2022,,,,,sc,sc,
JS0289.2,Kaitho,1998,Livestock Production Science,No,10.1016/s0301-6226(97)00152-8,,Livestock Update 2022,,,,,sc,sc,
JS0290,Kaitho,1998,Agroforestry Systems,No,10.1023/a:;1005952801489,,Livestock Update 2022,,,,,sc,sc,
JS0291,Kaitho,1998,Animal Feed Science and Technology,No,10.1016/s0377-8401(97)00159-4,,Livestock Update 2022,,,,,sc,sc,
JS0292,Abatan,2015,Tropical Animal Health and Production,No,10.1007/s11250-014-0695-1,,Livestock Update 2022,,,,,sc,sc,
JS0293,Diba,2015,Tropical Animal Health and Production,No,10.1007/s11250-014-0725-z,,Livestock Update 2022,,,,,sc,sc,
JS0295,Abdel-Tawwab,2015,Aquaculture,No,10.1016/j.aquaculture.2015.06.010,,Livestock Update 2022,,,,,sc,sc,
JS0296,Abdel-Warith,2014,Indian Journal of Fisheries,No,,https://faculty.ksu.edu.sa/sites/default/files/indian_journal_of_fisheries_0.pdf,Livestock Update 2022,,,,,sc,sc,
JS0299,Donaldson,2015,Journal of Animal Physiology and Animal Nutrition,No,10.1111/jpn.12250,,Livestock Update 2022,,,,,sc,sc,
JS0301,Mekuriaw,2018,Agriculture and Food Security,Yes,10.1186/s40066-018-0182-4,,Livestock Update 2022,,,,,sc,sc,
JS0305,Abo-Zeid,2017,Animal Feed Science and Technology,No,10.1016/j.anifeedsci.2017.09.011,,Livestock Update 2022,,,,,sc,sc,
JS0306,Acheampong-Boateng,2017,Tropical Animal Health and Production,No,10.1007/s11250-017-1250-7,,Livestock Update 2022,,,,,sc,sc,
JS0307,Adams,2016,Nutrient Cycling in Agroecosystems,,10.1007/s10705-016-9786-x,,ERA 2023,,,,,ie,ie,V2.0.24
JS0309,Adomako,2014,British Poultry Science,No,10.1080/00071668.2014.960805,,Livestock Update 2022,,,,,sc,sc,
JS0311,Agbor,2013,Tropical Animal Health and Production,No,10.1007/s11250-012-0327-6,,Livestock Update 2022,,,,,sc,sc,
JS0314,Ahmed,2015,Small Ruminant Research,No,10.1016/j.smallrumres.2015.05.004,,Livestock Update 2022,,,,,sc,sc,
JS0316,Bekele,2013,Tropical Animal Health and Production,No,10.1007/s11250-013-0413-4,,Livestock Update 2022,,,,,sc,sc,
JS0319,Bright,2017,Agriculture Ecosystems & Environment,,10.1016/j.agee.2017.03.007,,ERA 2023,10.1016/j.jaridenv.2016.01.010,10.1016/j.jaridenv.2012.03.010,10.1016/j.agwat.2007.02.015,10.1016/j. jaridenv.2006.02.021,ie,ie,V2.0.24
JS0324.1,Bwire,2004,Livestock Production Science,No,10.1016/j.livprodsci.2003.07.010,,Livestock Update 2022,,,,,sc,sc,
JS0324.2,Bwire,2004,Livestock Production Science,No,10.1016/j.livprodsci.2003.07.010,,Livestock Update 2022,,,,,sc,sc,
JS0326,Pelster,2016,Journal of Environmental Quality,No,10.2134/jeq2016.02.0050,,Livestock Update 2022,10.1071/AN15569,,,,sc,sc,
JS0334.1,Suzuki,2016,Agronomy Journal,,10.2134/agronj2015.0375,,ERA 2023,,,,,ie,ie,V2.0.24
JS0340,Oke,2017,Journal of Animal Physiology and Animal Nutrition,No,10.1111/jpn.12597,,Livestock Update 2022,,,,,sc,sc,
JS0341,Oke,2015,Journal of Animal Physiology and Animal Nutrition,No,10.1111/jpn.12353,,Livestock Update 2022,,,,,sc,sc,
JS0342,Okoro,2017,Chilean Journal of Agricultural Research,No,10.4067/S0718-58392017000400365,,Livestock Update 2022,,,,,sc,sc,
JS0343,Olafadehan,2013,Animal Feed Science and Technology,No,10.1016/j.anifeedsci.2013.05.014,,Livestock Update 2022,,,,,sc,sc,
JS0344,Olafadehan,2014,Tropical Animal Health and Production,No,10.1007/s11250-014-0590-9,,Livestock Update 2022,,,,,sc,sc,
JS0345,Selemani,2016,Tropical Animal Health and Production,No,10.1007/s11250-015-0935-z,,Livestock Update 2022,,,,,sc,sc,
JS0349,Smeti,2015,Tropical Animal Health and Production,No,10.1007/s11250-014-0721-3,,Livestock Update 2022,,,,,sc,sc,
JS0350,Smeti,2015,Animal Science Journal,No,10.1111/asj.12352,,Livestock Update 2022,,,,,sc,sc,
JS0369,Diakhate,2016,Journal of Arid Environments,,10.1016/j.jaridenv.2016.01.010,,ERA 2023,10.1016/j.jaridenv.2016.01.010,10.1016/j.jaridenv.2012.03.010,10.1016/j.agwat.2007.02.015,10.1016/j. jaridenv.2006.02.021,ie,ie,V2.0.24
JS0370,El-Sheekh,2014,Turkish Journal of Fisheries and Aquatic Sciences,No,10.4194/1303-2712-v14_2_18,,Livestock Update 2022,,,,,sc,sc,
JS0371,Nesseim,2015,Tropical Animal Health and Production,No,10.1007/s11250-015-0897-1,,Livestock Update 2022,,,,,sc,sc,
JS0374,Habtemicael,2014,African Journal of Ecology,No,10.1111/aje.12185,,Livestock Update 2022,,,,,sc,sc,
JS0389,Rebafka,1994,Field Crops Research,,10.1016/0378-4290(94)90060-4,,ERA 2023,,,,,ie,ie,V2.0.24
JS0393,de Waal,1981,South African Journal of Animal Science,No,,https://www.ajol.info/index.php/sajas/article/view/139681/129383,Livestock Update 2022,,,,,sc,sc,
JS0411,Snoeck,2012,Industrial Crops and Products,,10.1016/j.indcrop.2012.07.053,,ERA 2023,,,,,ie,ie,V2.0.24
JS0419,Ben Salem,2004,Small Ruminant Research,No,10.1016/S0921-4488(03)00186-X,,Livestock Update 2022,,,,,sc,sc,
JS0421,Brand,1997,Small Ruminant Research,No,10.1016/s0921-4488(96)00998-4,,Livestock Update 2022,,,,,sc,sc,
JS0423,Nwanna,2009,Scienceasia,No,10.2306/scienceasia1513-1874.2009.35.227,,Livestock Update 2022,,,,,sc,sc,
JS0424,Kato,2013,Livestock Research for Rural Development,No,,https://www.researchgate.net/profile/Fred-Kabi/publication/237085419_Effect_of_supplementary_protein_source_on_the_performance_of_indigenous_meat_goats_fed_Guinea_grass_hay/links/00b7d51f3934756a06000000/Effect-of-supplementary-protein-source-on-the-performance-of-indigenous-meat-goats-fed-Guinea-grass-hay.pdf,Livestock Update 2022,,,,,sc,sc,
JS0433,Kang,1999,Nutrient Cycling in Agroecosystems,,10.1023/a:;1009757830508,,ERA 2023,,,,,ie,ie,V2.0.24
LM0006,Hauser,2000,Agroforestry Systems,,10.1023/a:;1006351025490,,ERA 2023,,,,,ie,ie,V2.0.24
LM0016,Fombad,2004,Tropical Animal Health and Production,No,10.1023/b:;trop.0000016828.48326.59,,Livestock Update 2022,,,,,sc,sc,
LM0018,Ngwa,2002,Tropical Animal Health and Production,No,10.1023/a:1013789929102,,Livestock Update 2022,,,,,sc,sc,
LM0019,Njoya,1997,Tropical Animal Health and Production,No,10.1007/bf02632304,,Livestock Update 2022,,,,,sc,sc,
LM0020,Njoya,2005,Small Ruminant Research,No,10.1016/S0921-4488(03)00010-5,,Livestock Update 2022,,,,,sc,sc,
LM0024.1,Pamo,2006,Small Ruminant Research,No,10.1016/j.smallrumres.2005.05.023,,Livestock Update 2022,,,,,sc,sc,
LM0024.2,Pamo,2006,Small Ruminant Research,No,10.1016/j.smallrumres.2005.02.011,,Livestock Update 2022,,,,,sc,sc,
LM0047,Ikurior,1988,Journal of the Science of Food and Agriculture,No,10.1002/jsfa.2740440102,,Livestock Update 2022,,,,,sc,sc,
LM0048,Ikurior,1993,Journal of the Science of Food and Agriculture,No,10.1002/jsfa.2740610304,,Livestock Update 2022,,,,,sc,sc,
LM0061,Kang,1985,Plant and Soil,,10.1007/bf02139631,,ERA 2023,,,,,ie,ie,V2.0.24
LM0074,Lal,1986,Soil and Tillage Research,,10.1016/0167-1987(86)90333-8,,ERA 2023,https://pdf.sciencedirectassets.com/271196/1-s2.0-S0167198700X01298/1-s2.0-0167198785900145/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEH8aCXVzLWVhc3QtMSJHMEUCIQCVzXhEMvakKjqrCrinRY1UJdBMh8%2B%2Bj7dMS4dCNCFlxgIgTAoSIKrgIhEeEwNbui3b5oUNfjVtZCSHkt5gSETwlD0qvAUIt%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FARAFGgwwNTkwMDM1NDY4NjUiDIPAHHR8nq%2F83YJ5QCqQBV%2B%2F8Ld9ItSRZLpF7JXFbSd60GkOfDtlJ276tZwQKQ9TIjO6nSLl6gS4vCw00CxhY%2FQ2qhRyD6rIva7ubSQVvijfbk1T6PGHFKzhp0%2FwxJjIUq3uRr8u6MWok%2BJJ2TV%2BdYJWSF%2FO7kmyc9KAL4V6XX6QiY48MvF5rEkSncEYBdIrq4CxB5ZSuF%2F79N9wAjEKV%2F7oW1Fswy%2B76%2BMBVd8ALtPh%2BWzj48ErY5duAIzTsO1ZVLRXfkZUFKQEmPqO1OBxELqdeWyi%2FszJOz%2BtpIn9loZAlBYVhWNIOGl5YIjrqLBb8yGC9UnKMIKZOmvCk1%2FCiJM558HwhJqvH0p27jGPUepKhkF2kPtQUm5VD8bF3g0KkCUEbA7gNPs3dqbvXI9zDDEupEMUxlIsiWD0bmdCo9IptI3F%2F4F1Fb18TSgpCuSEn%2F8PHc4%2Fd27PsspVE09TyEbv9AICl0KckRnRZQN9m6zAJLtDa%2Ba0LBjjX7LJKgM0DpYyYHB5l8VbJUODeVI7LM%2F8S9hA6FxBxtOWz%2Bxt8qpqqGRvQt6EJl1cEy%2F0T4CHZulB74ayUXRCa2xJZmLXL6LsL6Yh%2BwRMU5myWjKlOheORfKJbVKJMSKzawmJ3KuecZNrbrJtBASmlzn0ScBZDSNlYV5y%2F0CexJ%2BCcWiaNAjPpBA0c%2BiWTCclLcS5fwgXJlnRDUVp66T271pWaxqX3gXsgArBPDpMrQnKjXkMrhRz6xI1FdcCZI33J%2FU9u9xwEtjhyrBDZgtsnqpNLT40pYRpWDsWYdT0vyHIS5DvCVWLcPDbW1v%2Fv%2Frf39uvNoIAcr6NBzAAHDWxLSUiT0CUU%2F5Wyw3MQFPw%2Bwm1C%2BOzXYLQ99X2QawKJGZJquJWkDcwMOSr%2BLAGOrEBI2uwiDIRF7pGSgUD7HER29vytz3pL%2BmYDT83QAW5PojKzdwOIPFukZaWgKPykdP6MYSMwYbZbcgdjxp70y3tdJ7foUCFNWoXRzmZGfVBDDTfwMmDcNhPpbkVDJlfKKIhKN%2B%2BVieAn7cblDZbQfP%2FMtnmuFmDeoEcVAn%2BXbgkkBDEgGzL9JwVrNIDCKXIlbRfQ4LODkvaGjax0iNScqCv2bDGoTj4xmHZJJJigCmdy%2F%2Bd&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20240416T063539Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYZBYBVF7D%2F20240416%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=20c2f5b485667adbd536503cefa2cf2abba1b9424fa630b9ff110e443af1b8fa&hash=036e62bae0ba292414403b7257746aff547c6a150805525f1071c2627421e288&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=0167198785900145&tid=spdf-cefcf8da-252a-4626-94a5-6f71147fdddd&sid=9469f10a7230844c381b40f66833bb4d3553gxrqa&type=client&tsoh=d3d3LnNjaWVuY2VkaXJlY3QuY29t&ua=0d0758515a5c535f5f08&rr=8752280fce2b5bc5&cc=ke,,,,ie,ie,V2.0.24
LM0078.1,Lal,1997,Soil and Tillage Research,,10.1016/s0167-1987(97)00006-8,,ERA 2023,,,,,ie,ie,V2.0.24
LM0078.2,Lal,1997,Soil and Tillage Research,,10.1016/s0167-1987(97)00007-x,,ERA 2023,,,,,ie,ie,V2.0.24
LM0081,Lal,1982,Soil and Tillage Research,,10.1016/0167-1987(82)90031-9,,ERA 2023,,,,,ie,ie,V2.0.24
LM0082,Maurya,1986,Soil and Tillage Research,,10.1016/0167-1987(86)90331-4,,ERA 2023,,,,,ie,ie,V2.0.24
LM0085,Mbagwu,1991,Turrialba,Yes,10.1002/jsfa.2740570405,,ERA 2020,,,,,mh,mh,
LM0100,Njidda,2010,Pakistan Veterinary Journal,No,,http://www.pvj.com.pk/pdf-files/30_1/7-12.pdf?q=the-science-of-alli,Livestock Update 2022,,,,,sc,sc,
LM0101,Mubi,2008,Asian Journal of Animal and Veterinary Advances,No, 10.3923/ajava.2008.183.186,,Livestock Update 2022,,,,,sc,sc,
LM0102,Malau-Aduli,2003,Livestock Production Science,No,10.1016/s0301-6226(03)00037-x,,ERA 2020,,,,,mh,mh,
LM0103,London,1997,Animal Feed Science and Technology,No,10.1016/s0377-8401(96)01138-8,,Livestock Update 2022,,,,,sc,sc,
LM0104,Kibon,1993,Tropical Animal Health and Production,No,10.1007/bf02236887,,Livestock Update 2022,,,,,sc,sc,
LM0108,Lal,1998,Land Degradation & Development,,10.1002/(SICI)1099-145X(199805/06)9:3<259::AID-LDR290>3.0.CO;2-V,,ERA 2023,,,,,ie,ie,V2.0.24
LM0113.1,Brand,2001,New Zealand Journal of Agricultural Research,No,10.1080/00288233.2001.9513459,,Livestock Update 2022,,,,,sc,sc,
LM0113.2,Brand,2001,New Zealand Journal of Agricultural Research,No,10.1080/00288233.2001.9513459,,Livestock Update 2022,,,,,sc,sc,
LM0114,Brand,1991,South African Journal of Animal Science-Suid-Afrikaanse Tydskrif Vir Veekunde,No,,https://www.ajol.info/index.php/sajas/article/view/138698,Livestock Update 2022,,,,,sc,sc,
LM0115,Chipa,2010,South African Journal of Animal Science,No,,https://www.ajol.info/index.php/sajas/article/view/95816,Livestock Update 2022,,,,,sc,sc,
LM0116,Cronje,1990,South African Journal of Animal Science,No,,https://www.ajol.info/index.php/sajas/article/view/138885/128556,Livestock Update 2022,,,,,sc,sc,
LM0117.1,Figueiredo,1994,Journal of the Science of Food and Agriculture,No,10.1002/jsfa.2740660205,,Livestock Update 2022,,,,,sc,sc,
LM0117.2,Figueiredo,1994,Journal of the Science of Food and Agriculture,No,10.1002/jsfa.2740660205,,Livestock Update 2022,,,,,sc,sc,
LM0117.3,Figueiredo,1994,Journal of the Science of Food and Agriculture,No,10.1002/jsfa.2740660205,,Livestock Update 2022,,,,,sc,sc,
LM0120,Hlophe,2011,Asian Journal of Animal and Veterinary Advances,No,10.3923/ajava.2011.1001.1009,,Livestock Update 2022,,,,,sc,sc,
LM0121,Hlophe,2011,Asian Journal of Animal and Veterinary Advances,No,10.3923/ajava.2011.1076.1083,,Livestock Update 2022,,,,,sc,sc,
LM0122,Hoffman,1997,Water Sa,No,,https://www.wrc.org.za/wp-content/uploads/mdocs/WaterSA_1997_02_1009.PDF,Livestock Update 2022,,,,,sc,sc,
LM0123,Lehmann,2006,South African Journal of Animal Science,No,,https://www.researchgate.net/publication/277851773_Substituting_maize_grain_with_barley_grain_in_concentrates_fed_to_Jersey_cows_grazing_kikuyu-ryegrass_pasture,Livestock Update 2022,,,,,sc,sc,
LM0124,Malleson,2008,South African Journal of Animal Science,No,,http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0375-15892008000400006,Livestock Update 2022,,,,,sc,sc,
LM0125,Malleson,2009,Tropical Grasslands,No,,https://repository.up.ac.za/handle/2263/14350,Livestock Update 2022,,,,,sc,sc,
LM0126,Mapiye,2009,Livestock Science,No,10.1016/j.livsci.2009.07.001,,Livestock Update 2022,,,,,sc,sc,
LM0127,Meeske,2006,South African Journal of Animal Science,No,10.4314/sajas.v36i2.3992,,Livestock Update 2022,,,,,sc,sc,
LM0128,Mohlapo,2009,Tropical Animal Health and Production,No,10.1007/s11250-009-9351-6,,Livestock Update 2022,,,,,sc,sc,
LM0129,Pieterse,2000,South African Journal of Animal Science,No,10.4314/sajas.v30i1.3878,,Livestock Update 2022,,,,,sc,sc,
LM0136.1,Pieterse,2000,South African Journal of Animal Science,No,10.4314/sajas.v30i1.3877,,Livestock Update 2022,,,,,sc,sc,
LM0136.2,Pieterse,2000,South African Journal of Animal Science,No,10.4314/sajas.v30i1.3877,,Livestock Update 2022,,,,,sc,sc,
LM0138,Abiola,2012,Archivos de Zootecnia,No,,https://dialnet.unirioja.es/servlet/articulo?codigo=5115003,Livestock Update 2022,,,,,sc,sc,
LM0139,Einkamerer,2009,South African Journal of Animal Science,No,10.4314/sajas.v39i1.61178,,Livestock Update 2022,,,,,sc,sc,
LM0148,Fourie,2007,South African Journal of Enology and Viticulture,,10.21548/28-1-1461,,ERA 2023,,,,,ie,ie,V2.0.27
LM0150,Abdulrazak,1996,Animal Science,No,10.1017/S1357729800015265,,Livestock Update 2022,,,,,sc,sc,
LM0151.1,Abdulrazak,1997,Livestock Production Science,No,10.1016/s0301-6226(97)00018-3,,Livestock Update 2022,,,,,sc,sc,
LM0151.2,Abdulrazak,1997,Livestock Production Science,No,10.1016/s0301-6226(97)00018-3,,Livestock Update 2022,,,,,sc,sc,
LM0163,Kahindi,2007,Small Ruminant Research,No,10.1016/j.smallrumres.2005.12.008,,Livestock Update 2022,,,,,sc,sc,
LM0164,Kariuki,1999,Livestock Production Science,No,10.1016/s0301-6226(99)00035-4,,Livestock Update 2022,,,,,sc,sc,
LM0165,Kimetu,2008,Ecosystems,,10.1007/s10021-008-9154-z,,ERA 2023,,,,,ie,ie,V2.0.24
LM0168,Jama,1991,Agroforestry Systems,,10.1007/bf00115735,,ERA 2023,,,,,ie,ie,V2.0.24
LM0171,Jama,1991,Agroforestry Systems,,10.1007/bf00129615,,ERA 2023,,,,,ie,ie,V2.0.24
LM0186,Kapkiyai,1999,Soil Biology & Biochemistry,,10.1016/s0038-0717(99)00088-7,,ERA 2023,,,,,ie,ie,V2.0.24
LM0187,Khan,2008,Crop Protection,,10.1016/j.cropro.2008.01.005,,ERA 2023,,,,,ie,ie,V2.0.24
LM0227.1,Muia,2000,Livestock Production Science,No,10.1016/s0301-6226(00)00192-5,,Livestock Update 2022,,,,,sc,sc,
LM0227.2,Muia,2000,Livestock Production Science,No,10.1016/s0301-6226(00)00192-5,,Livestock Update 2022,,,,,sc,sc,
LM0228.1,Muinga,1993,Tropical Animal Health and Production,No,10.1007/bf02236519,,Livestock Update 2022,,,,,sc,sc,
LM0228.2,Muinga,1993,Tropical Animal Health and Production,No,10.1007/bf02236519,,Livestock Update 2022,,,,,sc,sc,
LM0229,Muinga,1995,Animal Science,No,10.1017/S1357729800008080,,Livestock Update 2022,,,,,sc,sc,
LM0238,Nyambati,2003,Livestock Production Science,No,10.1016/S0301-6226(03)00094-0,,Livestock Update 2022,,,,,sc,sc,
LM0248,Ondiek,1999,Livestock Production Science,No,10.1016/s0301-6226(99)00004-4,,Livestock Update 2022,,,,,sc,sc,
LM0260,Paterson,1999,Tropical Animal Health and Production,No,10.1023/a:;1005119808090,,Livestock Update 2022,,,,,sc,sc,
LM0261,Paterson,2000,Tropical Animal Health and Production,No,10.1023/a:;1005293019581,,Livestock Update 2022,,,,,sc,sc,
LM0264,Rao,2000,Agriculture Ecosystems & Environment,,10.1016/s0167-8809(99)00125-5,,ERA 2023,,,,,ie,ie,V2.0.24
LM0265,Recke,1997,Experimental Agriculture,,10.1017/s0014479797000203,,ERA 2023,,,,,ie,ie,V2.0.24
LM0266,Sawe,1998,Small Ruminant Research,No,10.1016/s0921-4488(97)00059-x,,Livestock Update 2022,,,,,sc,sc,
LM0276,Jackson,2000,Forest Ecology and Management,,10.1016/s0378-1127(99)00096-1,,ERA 2023,,,,,ie,ie,V2.0.24
LM0277.1,Nambi,1992,Animal Feed Science and Technology,No,10.1016/0377-8401(92)90123-n,,Livestock Update 2022,,,,,sc,sc,
LM0278,Mathuva,1998,Field Crops Research,,10.1016/s0378-4290(97)00067-1,,ERA 2023,,,,,ie,ie,V2.0.24
LM0279,Jackson,2000,Forest Ecology and Management,,10.1016/s0378-1127(99)00096-1,,ERA 2023,,,,,ie,ie,V2.0.24
LM0280,Ondiek,2000,Asian-Australasian Journal of Animal Sciences,No,10.5713/ajas.2000.1249,,Livestock Update 2022,,,,,sc,sc,
LM0289,Sanon,2013,Tropical Animal Health and Production,No,10.1007/s11250-012-0275-1,,Livestock Update 2022,,,,,sc,sc,
LM0294,Ojong,2017,Italian Journal of Animal Science,No,10.1080/1828051X.2017.1326855,,Livestock Update 2022,,,,,sc,sc,
LM0295,Yasin,2014,Tropical Animal Health and Production,No,10.1007/s11250-014-0615-4,,Livestock Update 2022,,,,,sc,sc,
LM0297,Tesfay,2012,Tropical Animal Health and Production,No,10.1007/s11250-012-0227-9,,Livestock Update 2022,,,,,sc,sc,
LM0298,Tefera,2015,Tropical Animal Health and Production,No,10.1007/s11250-015-0901-9,,Livestock Update 2022,,,,,sc,sc,
LM0299,Tsegay,2013,Small Ruminant Research,No,10.1016/j.smallrumres.2013.07.003,,Livestock Update 2022,,,,,sc,sc,
LM0310,Sharawy,2016,Animal Feed Science and Technology,No,10.1016/j.anifeedsci.2015.12.009,,Livestock Update 2022,,,,,sc,sc,
LM0311,Soltan,2017,Animal Feed Science and Technology,No,10.1016/j.anifeedsci.2017.11.021,,Livestock Update 2022,,,,,sc,sc,
LM0312,Suloma,2013,Aquaculture International,No,10.1007/s10499-012-9559-8,,Livestock Update 2022,,,,,sc,sc,
LM0315,Olude,2016,Animal Nutrition,No,10.1016/j.aninu.2016.09.001,,Livestock Update 2022,,,,,sc,sc,
LM0318,Oshunsanya,2013,Agroecology and Sustainable Food Systems,,10.1080/21683565.2012.762439,,ERA 2023,10.1016/j.still.2007.02.008,,,,ie,ie,V2.0.27
LM0320,Ugwuowo,2017,Journal of Animal and Plant Sciences,No,,http://www.thejaps.org.pk/docs/v-27-03/02.pdf,Livestock Update 2022,,,,,sc,sc,
LM0321,Vanlauwe,2005,Plant and Soil,,10.1007/s11104-005-0194-2,,ERA 2023,https://www.cabidigitallibrary.org/doi/full/10.5555/19941904569,10.1016/j.soilbio.2004.04.031,,,ie,ie,V2.0.28
LM0322,Yusuf,2018,South African Journal of Animal Science,No,10.4314/sajas.v48i1.10,,Livestock Update 2022,,,,,sc,sc,
LM0329,Mpanza,2015,Tropical Animal Health and Production,No,10.1007/s11250-015-0876-6,,Livestock Update 2022,,,,,sc,sc,
LM0334,Samkelisiwe,2014,Turkish Journal of Fisheries and Aquatic Sciences,No,10.4194/1303-2712-v14_3_22,,Livestock Update 2022,,,,,sc,sc,
LM0335,Sebola,2015,Livestock Science,No,10.1016/j.livsci.2015.04.019,,Livestock Update 2022,,,,,sc,sc,
LM0336,Sekali,2016,Tropical Animal Health and Production,No,10.1007/s11250-016-1058-x,,Livestock Update 2022,,,,,sc,sc,
LM0339,van de Vyer,2013,South African Journal of Animal Science,No,10.4314/sajas.v43i5.21,,Livestock Update 2022,,,,,sc,sc,
LM0347,Masaka,2015,Tropical Animal Health and Production,No,10.1007/s11250-015-0827-2,,Livestock Update 2022,,,,,sc,sc,
LM0349,Gusha,2015,Small Ruminant Research,No,10.1016/j.smallrumres.2015.02.018,,Livestock Update 2022,,,,,sc,sc,
LM0351,Gusha,2015,Animal Feed Science and Technology,No,10.1016/j.anifeedsci.2015.04.017,,Livestock Update 2022,,,,,sc,sc,
LM0354,Solomon,2017,Journal of Nutrition and Metabolism,No,10.1155/2017/8936060,,Livestock Update 2022,,,,,sc,sc,
NJ0001,Abass,2018,Journal of Stored Products Research,No,10.1016/j.jspr.2018.03.002,,ERA 2020,,,,,mh,mh,
NJ0002,Abdallah,2018,International Journal of Pest Management,No,10.1080/09670874.2017.1335913,,ERA 2020,,,,,mh,mh,
NJ0003,Abdel-Tawwab,2018,Fish & Shellfish Immunology,No,10.1016/j.fsi.2018.04.057,,ERA 2020,,,,,mh; sc,mh; sc,
NJ0004,Abdou,2016,Nutrient Cycling in Agroecosystems,No,10.1007/s10705-016-9779-9,,ERA 2020,,,,,mh,mh,
NJ0006,Abekiya,2018,Agriculture Conspectus Scientificus,Yes,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062683122&partnerID=40&md5=183ae92c8e125106f52edc59b08766da,ERA 2020,,,,,mh,mh,
NJ0007,Abubaker ,2014,Pakistan Journal of Agricultural Sciences,No,,https://www.researchgate.net/publication/279320109_Impact_of_different_water_harvesting_techniques_on_soil_moisture_content_and_yield_components_of_sorghum,ERA 2020,,,,,mh,mh,
NJ0008,Asmare,2016,Tropical Animal Health and Production,No,10.1007/s11250-016-1031-8,,ERA 2020,,,,,mh; sc,mh; sc,
NJ0009,Guenha,2014,Journal of Stored Products Research,No,10.1016/j.jspr.2014.06.007,,ERA 2020,,,,,mh,mh,
NJ0010,Adekiya,2015,Experimental Agriculture,No,10.1017/S0014479715000253,,ERA 2020,,,,,mh,mh,
NJ0011,Adekunle,2015,Journal of Horticultural Science & Biotechnology,No,10.1080/14620316.2015.11513148,,ERA 2020,,,,,mh,mh,
NJ0012,Ali,2017,Communications in Soil Science and Plant Analysis,No,10.1080/00103624.2017.1395443,,ERA 2020,,,,,mh,mh,
NJ0013,Ayeb,2016,Animal Production Science,No,10.1071/AN14879,,ERA 2020,,,,,mh; sc,mh; sc,
NJ0014,Ali,2017,Acta Agriculturae Scandinavica Section B-Soil and Plant Science,Yes,10.1080/09064710.2016.1255349,,ERA 2020,,,,,mh,mh,
NJ0015,Deng,2017,Agroforestry Systems,No,10.1007/s10457-016-9914-2,,ERA 2020,,,,,mh,mh,
NJ0016,Gusha ,2017,Animal Production Science,No,10.1071/AN15900,,ERA 2020,,,,,mh; sc,mh; sc,
NJ0017,Birhane,2018,Agroforestry Systems,No,10.1007/s10457-016-0027-8,,ERA 2020,,,,,mh,mh,
NJ0018,Baoua,2016,Journal of Stored Products Research,No,10.1016/j.jspr.2016.04.006,,ERA 2020,,,,,mh,mh,
NJ0019,Baoua,2014,Journal of Stored Products Research,No,10.1016/j.jspr.2014.03.001,,ERA 2020,,,,,mh,mh,
NJ0020,Abd El-Kader,2018,Egyptian Journal of Soil Science,Yes,10.21608/ejss.2018.5616,,ERA 2020,,,,,mh,mh,
NJ0021,Brand,2015,British Poultry Science,No,10.1080/00071668.2015.1020048,,ERA 2020,,,,,mh,mh,
NJ0022,Barthes,2015,Agroforestry Systems,No,10.1007/s10457-014-9743-0,,ERA 2020,,,,,mh,mh,
NJ0023,Baoua,2012,Journal of Stored Products Research,No,10.1016/j.jspr.2012.12.004,,ERA 2020,,,,,mh,mh,
NJ0024,Chigoverah,2016,Journal of Stored Products Research,No,10.1016/j.jspr.2016.08.004,,ERA 2020,,,,,mh,mh,
NJ0025,Gusha,2015,Journal of Animal Physiology and Animal Nutrition,No,10.1111/jpn.12303,,ERA 2020,,,,,mh; sc,mh; sc,
NJ0026,Danso,2018,European Journal of Agronomy,No,10.1016/j.eja.2018.08.001,,ERA 2020,,,,,mh,mh,
NJ0027,Disetlhe,2018,Poultry Science,No,10.3382/ps/pey047,,ERA 2020,,,,,mh; sc,mh; sc,
NJ0028,Dunjana,2015,Agronomy Journal,No,10.2134/agronj15.0051,,ERA 2020, 10.1111/sum.12152, 10.1111/j.1475-2743.2012.00394.x,,,mh,mh,
